id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
ju8AdTLenJV-deUanEjJUA,via-sete-rio-de-janeiro,Via Sete,https://s3-media3.fl.yelpcdn.com/bphoto/ivgQhuNH7bDo7i7MfaPHlA/o.jpg,False,https://www.yelp.com/biz/via-sete-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,85,"[{'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': -22.98325, 'longitude': -43.20921}",[],$$,"{'address1': ""R. Garcia D' Ávila, 125"", 'address2': 'Ipanema', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22421-010', 'country': 'BR', 'state': 'RJ', 'display_address': [""R. Garcia D' Ávila, 125"", 'Ipanema', 'Rio de Janeiro - RJ 22421-010', 'Brazil']}",+552125128100,+55 21 2512-8100,7148.185346367338
UAYdmU0Asim4aJronqYsKg,oteque-rio-de-janeiro,Oteque,https://s3-media2.fl.yelpcdn.com/bphoto/nghnh8InTUgQL4tgvQ7jBA/o.jpg,False,https://www.yelp.com/biz/oteque-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,6,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,"{'latitude': -22.95744, 'longitude': -43.194298}",[],,"{'address1': 'R. Conde de Irajá, 581', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22270-010', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Conde de Irajá, 581', 'Rio de Janeiro - RJ 22270-010', 'Brazil']}",+552138465758,+55 21 3846-5758,6687.418399283273
7zGAddUwha8eJdUUNbu3mw,jiló-na-manteiga-rio-de-janeiro-3,Jiló na Manteiga,https://s3-media4.fl.yelpcdn.com/bphoto/iem9URwws-sK8icPOS0g1w/o.jpg,False,https://www.yelp.com/biz/jil%C3%B3-na-manteiga-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,1,"[{'alias': 'rodizios', 'title': 'Rodizios'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'buffets', 'title': 'Buffets'}]",5.0,"{'latitude': -22.9187289295426, 'longitude': -43.2348234951496}",[],,"{'address1': 'Praça Varnhagem, 19', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '20511-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['Praça Varnhagem, 19', 'Rio de Janeiro - RJ 20511-020', 'Brazil']}",+552122388342,+55 21 2238-8342,2663.0341235177943
3fMzJZqKsoJ9C8Cf0CdW-A,marius-degustare-rio-de-janeiro,Marius Degustare,https://s3-media2.fl.yelpcdn.com/bphoto/ajBahBxx4zOa1JiRPODgZg/o.jpg,False,https://www.yelp.com/biz/marius-degustare-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,116,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,"{'latitude': -22.961958, 'longitude': -43.166329}",[],$$$$,"{'address1': 'Av. Atlântica, 290', 'address2': 'Copacabana', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22010-000', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Atlântica, 290', 'Copacabana', 'Rio de Janeiro - RJ 22010-000', 'Brazil']}",+552122750652,+55 21 2275-0652,9545.386572561936
5WrvqjqZOk6cEQ9xJLRX2Q,el-born-rio-de-janeiro,El Born,https://s3-media4.fl.yelpcdn.com/bphoto/-AeaBIUhvetjKDwfsM-V_w/o.jpg,False,https://www.yelp.com/biz/el-born-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,37,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': -22.9760624, 'longitude': -43.1887909}",[],$$$,"{'address1': 'R. Bolivar, 17', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22061-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Bolivar, 17', 'Rio de Janeiro - RJ 22061-020', 'Brazil']}",+552134961781,+55 21 3496-1781,8181.592559075557
5yoPIIpDYddn56FeRnjHNg,lasai-rio-de-janeiro,Lasai,https://s3-media4.fl.yelpcdn.com/bphoto/ZzTeOpAcTZ9Xrs5XrdlBWw/o.jpg,False,https://www.yelp.com/biz/lasai-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,21,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.5,"{'latitude': -22.95414, 'longitude': -43.19563}",[],$$$$,"{'address1': 'R. Conde de Irajá, 191', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22271-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Conde de Irajá, 191', 'Rio de Janeiro - RJ 22271-020', 'Brazil']}",+552134491834,+55 21 3449-1834,6436.665392987514
4AUlmM2Kq7VJ24vke9xh7w,oro-rio-de-janeiro-2,ORO,https://s3-media2.fl.yelpcdn.com/bphoto/m9gBc-htDe3b3f0XUxYu9w/o.jpg,False,https://www.yelp.com/biz/oro-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,17,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,"{'latitude': -22.9859699, 'longitude': -43.22474}",[],,"{'address1': 'Av. General San Martin, 889', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22441-015', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. General San Martin, 889', 'Rio de Janeiro - RJ 22441-015', 'Brazil']}",+552125408768,+55 21 2540-8768,6519.691926698063
weWONFLoHhTs7C5hB3ctJw,tt-burger-rio-de-janeiro,TT Burger,https://s3-media2.fl.yelpcdn.com/bphoto/PFQS83gbwhY7SswzwFmexA/o.jpg,False,https://www.yelp.com/biz/tt-burger-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,63,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': -22.9871044, 'longitude': -43.1910252}",[],$$,"{'address1': 'R. Francisco Otaviano, 67', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22080-040', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Francisco Otaviano, 67', 'Rio de Janeiro - RJ 22080-040', 'Brazil']}",+5521964588674,+55 21 96458-8674,8764.47168522953
F4sI6j2kHEJ6w5j8HA_2GQ,grado-rio-de-janeiro,Grado,https://s3-media1.fl.yelpcdn.com/bphoto/KhBgV7S_JYPaqUK2G44TPg/o.jpg,False,https://www.yelp.com/biz/grado-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,3,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': -22.965698, 'longitude': -43.220191}",[],,"{'address1': 'R. Visc. de Carandaí, 31', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22460-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Visc. de Carandaí, 31', 'Rio de Janeiro - RJ 22460-020', 'Brazil']}",+552132533101,+55 21 3253-3101,4958.5491084478135
GIopqPAk8bKvirDiuYP9xw,pérgula-rio-de-janeiro,Pérgula,https://s3-media1.fl.yelpcdn.com/bphoto/wmfQ-7vTuAp6fuQtJhH5gA/o.jpg,False,https://www.yelp.com/biz/p%C3%A9rgula-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,6,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'international', 'title': 'International'}]",4.5,"{'latitude': -22.967465, 'longitude': -43.17927}",[],$$$,"{'address1': 'Copacabana Palace', 'address2': 'Av. Atlântica, 1702', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22021-001', 'country': 'BR', 'state': 'RJ', 'display_address': ['Copacabana Palace', 'Av. Atlântica, 1702', 'Rio de Janeiro - RJ 22021-001', 'Brazil']}",+552125487070,+55 21 2548-7070,8547.577079914905
p_DG-aPCU12O1if3RYpXGg,ct-boucherie-rio-de-janeiro,CT Boucherie,https://s3-media2.fl.yelpcdn.com/bphoto/-0aHXmmPcgE3pSeyqexCwg/o.jpg,False,https://www.yelp.com/biz/ct-boucherie-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,65,"[{'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': -22.982049, 'longitude': -43.224344}",[],$$$$,"{'address1': 'R. Dias Ferreira, 636', 'address2': 'Leblon', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22431-050', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Dias Ferreira, 636', 'Leblon', 'Rio de Janeiro - RJ 22431-050', 'Brazil']}",+552125292329,+55 21 2529-2329,6145.963805061377
lPXJjgLUX26nV3jgeXJPVA,santa-satisfação-rio-de-janeiro-2,Santa Satisfação,https://s3-media1.fl.yelpcdn.com/bphoto/PFqqu79MayKq6pLNvgqFIw/o.jpg,False,https://www.yelp.com/biz/santa-satisfa%C3%A7%C3%A3o-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"{'latitude': -22.9719739, 'longitude': -43.186666}",[],$$,"{'address1': 'Rua Santa Clara, 36', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22041-011', 'country': 'BR', 'state': 'RJ', 'display_address': ['Rua Santa Clara, 36', 'Rio de Janeiro - RJ 22041-011', 'Brazil']}",+552122559349,+55 21 2255-9349,8118.05544780831
XS1EXMURTJcdh8nlquhjmA,artigiano-rio-de-janeiro,Artigiano,https://s3-media2.fl.yelpcdn.com/bphoto/KFm5qxW7GjHAloN3WvGeng/o.jpg,False,https://www.yelp.com/biz/artigiano-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,30,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': -22.9840908, 'longitude': -43.2145996}",[],$$,"{'address1': 'Av. Epitácio Pessoa, 204', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22410-090', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Epitácio Pessoa, 204', 'Rio de Janeiro - RJ 22410-090', 'Brazil']}",+552125126107,+55 21 2512-6107,6906.238550077439
lPhgV983rEFxZZi-FcQ7dw,puro-rio-de-janeiro,Puro,https://s3-media3.fl.yelpcdn.com/bphoto/NOviIJT2QaBjLWRqCSkpPA/o.jpg,False,https://www.yelp.com/biz/puro-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,21,"[{'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': -22.9659805, 'longitude': -43.2205391}",[],$$$,"{'address1': 'R. Visconde de Carandaí, 43', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22460-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Visconde de Carandaí, 43', 'Rio de Janeiro - RJ 22460-020', 'Brazil']}",+552132845377,+55 21 3284-5377,4956.155791741692
vQrsn9iFjaYqDHCE8XXKjQ,pici-trattoria-rio-de-janeiro,Pici Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/ZlPL6NbEOMwgd2PJQRzgAQ/o.jpg,False,https://www.yelp.com/biz/pici-trattoria-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,10,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': -22.98311, 'longitude': -43.20539}",[],$$$,"{'address1': 'R. Barão da Torre, 348', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22411-000', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Barão da Torre, 348', 'Rio de Janeiro - RJ 22411-000', 'Brazil']}",+552122476712,+55 21 2247-6712,7405.429436861041
PkB8fC0LwUntpOp_QYMd8A,forneria-santa-filomena-rio-de-janeiro,Forneria Santa Filomena,https://s3-media4.fl.yelpcdn.com/bphoto/9bd7FCpvTIuY4_hL0W-vhA/o.jpg,False,https://www.yelp.com/biz/forneria-santa-filomena-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,4,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': -22.9135457, 'longitude': -43.2151195}",[],$$,"{'address1': 'Rua Santa Filomena, 10', 'address2': 'Praça da Bandeira', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20270-110', 'country': 'BR', 'state': 'RJ', 'display_address': ['Rua Santa Filomena, 10', 'Praça da Bandeira', 'Rio de Janeiro - RJ 20270-110', 'Brazil']}",+552135182053,+55 21 3518-2053,4653.807710918039
IsY1jDGDQ3iMUkR3qwk67A,buffallos-bar-rio-de-janeiro,Buffallos Bar,https://s3-media2.fl.yelpcdn.com/bphoto/tbz7l_i_ADm40LD08r4Lww/o.jpg,False,https://www.yelp.com/biz/buffallos-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}]",4.0,"{'latitude': -22.9020818771611, 'longitude': -43.2774159684777}",[],$,"{'address1': 'R. Arquias Cordeiro, 316', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20770-001', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Arquias Cordeiro, 316', 'Rio de Janeiro - RJ 20770-001', 'Brazil']}",+552125012118,+55 21 2501-2118,4278.428682294451
Vi5AwR-6w8dDFh-TY27wJQ,otto-bar-e-restaurante-rio-de-janeiro,Otto Bar e Restaurante,https://s3-media4.fl.yelpcdn.com/bphoto/K2iZI1m-S9IUMXayzy9_vQ/o.jpg,False,https://www.yelp.com/biz/otto-bar-e-restaurante-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,10,"[{'alias': 'german', 'title': 'German'}, {'alias': 'fondue', 'title': 'Fondue'}]",4.0,"{'latitude': -22.9318104, 'longitude': -43.2416382}",[],$$$,"{'address1': 'R. Uruguai, 380', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20510-060', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Uruguai, 380', 'Rio de Janeiro - RJ 20510-060', 'Brazil']}",+552122681579,+55 21 2268-1579,1381.0271280633735
s_F3_1bkg7EW7IqZJXtFqA,zazá-rio-de-janeiro,Zazá,https://s3-media3.fl.yelpcdn.com/bphoto/ttKpVb13Ppt04BiifocZhA/o.jpg,False,https://www.yelp.com/biz/zaz%C3%A1-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,119,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.0,"{'latitude': -22.985422, 'longitude': -43.204955}",[],$$$,"{'address1': 'R. Joana Angélica, 40', 'address2': 'Ipanema', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22420-030', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Joana Angélica, 40', 'Ipanema', 'Rio de Janeiro - RJ 22420-030', 'Brazil']}",+552122479101,+55 21 2247-9101,7624.157401083592
