review_id,url_id,text,review_rate,time_created,restaurant_id,user_id,name
giDjB4wUpX3Ukq7TRonUoA,https://www.yelp.com/biz/ferro-e-farinha-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=giDjB4wUpX3Ukq7TRonUoA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Everyone said this place was great so we had to check it out. We arrived shortly after 7pm on a Sunday night and already the place was packed. We rested on...,3,2016-03-07 09:36:56,vgfhhEjfxrY9Soh0M80JZw,wZG2xlICfUkJiY1NdPJH2A,Naomi K.
MC4j1OHTUEyGO5cfjqXdBw,https://www.yelp.com/biz/ferro-e-farinha-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=MC4j1OHTUEyGO5cfjqXdBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"It's kind of hard to find good pizza places in Rio, and with the help of Yelp I ended up bookmarking Ferro e Farinha (Iron and Flour) to visit.. and it was...",4,2015-03-12 19:27:10,vgfhhEjfxrY9Soh0M80JZw,TzcLIHRa_ybMLPwHl-JI8A,Max K.
R93nMBMktjbcozOCLR4bBQ,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=R93nMBMktjbcozOCLR4bBQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I know you're just thinking of all the churrascarias you wanna try in Rio, but I will tell you, one not-to-miss thing in Rio is seafood. I mean, the ocean...",5,2018-12-06 15:42:10,NUeyA3LS7JnQdpomojHrWA,OBeon38Z0GnwmYKs4AgTYw,Allen R.
sjpfgz2UWQt23IrIZq4f0Q,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=sjpfgz2UWQt23IrIZq4f0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Not on Copacabana beach anymore. 1 hour drive from Copacabana to get there 
However, there is a good ceviche place next to the Marriott on CC beach",4,2022-12-21 12:02:54,NUeyA3LS7JnQdpomojHrWA,NNSF8ZTSFttX2-NAcxL94Q,Mark S.
c86kAyC-FRQrkRf0XM4Ong,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=c86kAyC-FRQrkRf0XM4Ong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I had the paella,( seafood with rice) and has been the best paella Ive ever had in Rio.
Waiters speak spanish or english and have very good suggestions and...",4,2019-09-10 20:24:40,NUeyA3LS7JnQdpomojHrWA,uiSM831U4Ly0xkLl2pLDVw,Francisco L.
Bl2jt6YdcUHkTd0hAz8p7g,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Bl2jt6YdcUHkTd0hAz8p7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This place was incredible.  On our first day in Brazil, I decided to take myself and the family to this restaurant.  The hostess was equal parts charming...",5,2023-06-22 18:45:47,MalRW9DCnqDDCa6gEjD7rA,1Ow6z8Tnwqd0eZXGvh7ISA,William L.
MzgqpMepTNENTQ07FGELMw,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=MzgqpMepTNENTQ07FGELMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Ate there on last trip.  

The churrascaria part vg.  Very salty tho - i was drinking like a camel.  Was $200 for 3.  Pricey for even Rio!  

Would eat...",3,2023-09-04 16:52:00,MalRW9DCnqDDCa6gEjD7rA,1cJFYNE3swagRMAkRwi_WA,Rick F.
4JMCLthYYwdLW0DnWl-b-Q,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=4JMCLthYYwdLW0DnWl-b-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Excellent service and a large variety of options... both from the salad/appetizer bar and the skewed meats.,4,2023-11-07 06:47:50,MalRW9DCnqDDCa6gEjD7rA,7OcrB9_Rr2Cj3wmW5ucH4w,Shannon B.
K4II0dGR4y0-f3FbETq4Ww,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=K4II0dGR4y0-f3FbETq4Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Dining at Teva in Rio was an absolute highlight of our trip. The atmosphere was inviting, and the decor hinted at their commitment to sustainability, which...",5,2023-09-27 19:26:28,Y4KuvLClTon-wZc0iEZyoQ,B3Mc133biVIJJUXvscm3Nw,Kathleen R.
2HgzUGAtEYV1pQJWTqO2TQ,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=2HgzUGAtEYV1pQJWTqO2TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This is my favorite place from my trip to brazil. After the Moqueca, the food here was so unique and amazing. Its a cute vegan restaurant with great...",5,2023-06-25 16:13:36,Y4KuvLClTon-wZc0iEZyoQ,UO2ISiHHf0YQNobgDjg0iA,Chandana K.
H4kAN6HP1k987YEB5bkAzw,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=H4kAN6HP1k987YEB5bkAzw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Loved this place, the service was excellent and the food is super nice! 

Me encantó este lugar, el servicio fue excelente y la comida es súper rica!",5,2022-09-26 06:10:00,Y4KuvLClTon-wZc0iEZyoQ,rXhwl09R9f6aiZtqxEImKA,Marian M.
mLE0pO6vz8R4ltpyZPENyw,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=mLE0pO6vz8R4ltpyZPENyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,It's casual and small - I sat on the street by the small bar and kinda in the main traffic way.  The layout is interesting like it is coupled together - a...,3,2021-11-16 12:45:42,5e3zTy_MsKjCeNJpmtTk0g,8tdpq4NS0rd9c0eyy9M2lA,Shawn S.
wZo7_PiQeFzE_5eBEQASSg,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=wZo7_PiQeFzE_5eBEQASSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I very impressed with everything we got. Me & my boyfriend love sushi & have gone to many sushi places back at home in California, but this sushi was the...",5,2022-08-11 10:20:39,5e3zTy_MsKjCeNJpmtTk0g,YdV7Mk-QbMfrhcMhewugRQ,Jasmine A.
LSowdDDLKR7h-eImu6bcXQ,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=LSowdDDLKR7h-eImu6bcXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I am always in the mood for sushi and found this place through Google Maps.

It's a casual environment. I saw that they had some seats inside but I wanted...",4,2020-02-12 18:17:34,5e3zTy_MsKjCeNJpmtTk0g,TGawxiQIiFqIViORAwh-zQ,Isabel P.
HgG7SuTV46sTkVrt095Hmg,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=HgG7SuTV46sTkVrt095Hmg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"If you ever get the chance, to grab one of Cervantes fantastic fillet mignon sandwiches while visiting Copacabana in Rio de Janeiro, DO IT!!!
I prefer the...",5,2023-08-13 12:41:19,6ULYwVUA3j0RpZ2lkV4e1Q,GIZiIpG-WHKvxde3TNFAsw,Lance H.
WwVKYXbvlkYrLeqsYb-hDg,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=WwVKYXbvlkYrLeqsYb-hDg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Came to Cervantes for lunch after seeing great reviews on Yelp. It's in Copacabana but about 3-4 blocks away from the beach. My friend and I sat outside and...,5,2023-02-25 02:46:59,6ULYwVUA3j0RpZ2lkV4e1Q,ti2pjyYHW25ZzrCg2pN5Eg,Brittany W.
bjULsn4W1SYiAX2cmBNisA,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=bjULsn4W1SYiAX2cmBNisA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I've been told that a trip to Rio De Janeiro is wasted without stopping at Cervantes for a their classic sandwich. Fortunately, our friend is a local and...",5,2023-02-02 18:45:27,6ULYwVUA3j0RpZ2lkV4e1Q,l7hidc5ca7kpMwyXkPVG_w,Jason O.
FEdzus7Q0l7MSn6doJKruQ,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=FEdzus7Q0l7MSn6doJKruQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,The pinnacle of great Brasilian food.  If in Rio you need to go.  Their breaded steak was awesome.  Steak sized fries.  Rice and exquisite black beans....,5,2023-09-03 15:36:02,EQ0gUFQtqTfzdRNOCrc6NA,1cJFYNE3swagRMAkRwi_WA,Rick F.
r1-zVtJPNVzTcwdFNnmLdA,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=r1-zVtJPNVzTcwdFNnmLdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,This place was highly recommend but unfortunately was a disappointment. Located near the beach and easy to walk to from there. The service was excellent....,2,2022-07-18 15:12:10,EQ0gUFQtqTfzdRNOCrc6NA,_QJogFNlpMjscM4xaxcaTw,Ramsey P.
iWOuqXxXG1vJ4hshraEe4Q,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=iWOuqXxXG1vJ4hshraEe4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"We were hungry for a filling, tasty meal, and we found a gem in Garota de Ipanema. The place is bright and very clean, and the service was the best we've...",4,2022-09-03 03:54:12,EQ0gUFQtqTfzdRNOCrc6NA,EFxucMR_bcz4f5kZb3Favg,Dee Dee P.
2P3SlnswI3NKsUyxiTQyaQ,https://www.yelp.com/biz/via-sete-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=2P3SlnswI3NKsUyxiTQyaQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,I visited Via Sete in August. I was looking for a Brazilian restaurant for lunch and Via Sete was located across the street from the stores I'd been...,5,2022-12-20 15:14:11,ju8AdTLenJV-deUanEjJUA,vE3k7DLKEHzc1uzFwUHjYw,Cynthia N.
Ytf81auGYFIziZ53dNTYbQ,https://www.yelp.com/biz/via-sete-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Ytf81auGYFIziZ53dNTYbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Brightly colored and well flavored food, nice staff, pretty setting. The salad was good and their version of mate iced tea could use a bit of sugar but I...",4,2023-09-04 16:13:27,ju8AdTLenJV-deUanEjJUA,YX1LH-CGj6i6Wq2bjyS61A,Emily F.
YSTCvdoplMRzNUiMKJX71g,https://www.yelp.com/biz/via-sete-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=YSTCvdoplMRzNUiMKJX71g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"While vacationing in Ipanema, we wanted to eat someone on the fancier side and came to Via Sete. Like most Brazilian places there's outdoor seating but...",4,2023-04-13 19:48:59,ju8AdTLenJV-deUanEjJUA,k5nYmL5XbI7ibPugXZgVwQ,Tiffany T.
sP3LQ8M4OnuHBzohE18mkQ,https://www.yelp.com/biz/oteque-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=sP3LQ8M4OnuHBzohE18mkQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I agree that the ambience is outstanding, you feel inside a cuisine tv show! The service is quite good too. The food was very good, not excellent as I...",4,2022-09-29 04:20:41,UAYdmU0Asim4aJronqYsKg,rXhwl09R9f6aiZtqxEImKA,Marian M.
-nWcGJ5n92FBrm4JW_5-6g,https://www.yelp.com/biz/oteque-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=-nWcGJ5n92FBrm4JW_5-6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Incredible experience.  First a shout out to the staff.  They are like a precision military unit.  Trained to perform impeccably.  The ambience is also very...,5,2023-02-16 12:51:07,UAYdmU0Asim4aJronqYsKg,qZ7905pMO76OSCB7CKdzzA,David K.
vK8HeaFF9Wffryv3FvSFOA,https://www.yelp.com/biz/oteque-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=vK8HeaFF9Wffryv3FvSFOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Refined food and rock music? Sign me up! Jamming out to AC/DC, Queen and the Ramones while getting pampered. The chefs table was amazing, almost as much fun...",5,2023-03-21 19:07:02,UAYdmU0Asim4aJronqYsKg,KKHwNzxmz3OXkZRyV75r6A,Shawn H.
cbY1CycXOh3y3Nke_zyTNw,https://www.yelp.com/biz/marius-degustare-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=cbY1CycXOh3y3Nke_zyTNw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Absolutely incredible! The food was wonderful and the service was even better. The seafood was to die for.  I suggest the shrimp and sea bass! 

I also...",5,2022-06-07 18:42:55,3fMzJZqKsoJ9C8Cf0CdW-A,f_dIjOkJ4xWWWKornSHlxA,Catherine L.
Z71xu5Bl7kRphIbaZ3O8bA,https://www.yelp.com/biz/marius-degustare-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Z71xu5Bl7kRphIbaZ3O8bA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Salt! 

An overabundance of salt on the food, and forgettable service earns this over hyped restaurant it's glorious 1 star. 

The location is excellent, it...",1,2023-02-01 13:47:45,3fMzJZqKsoJ9C8Cf0CdW-A,AW7TEwb7PeRzD-xRFpydMw,Rob Snow S.
nKy1LjpmIRmLVR-Qe5aVwQ,https://www.yelp.com/biz/marius-degustare-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=nKy1LjpmIRmLVR-Qe5aVwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,This place is so unique and worth the money. The staff doesn't even allow you to look like you need something. They are on it. The place is set up like a...,5,2023-02-22 11:12:21,3fMzJZqKsoJ9C8Cf0CdW-A,4THkSbkYchwk5hraUTyAeg,Rashidah G.
eH_XJ7NV4rcPMGLkus2Vmw,https://www.yelp.com/biz/el-born-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=eH_XJ7NV4rcPMGLkus2Vmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Nice spot for a night out - live bossa nova music on by here. Very solid having grilled octopus, squid ink rice & honeyed aubergine sticks, and this beer....",5,2023-06-01 08:54:00,5WrvqjqZOk6cEQ9xJLRX2Q,gtrzRx5ckds0godcF8Pv2g,Vatche A.
OXrzAOJuPfg2bkA2MW4ymA,https://www.yelp.com/biz/el-born-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=OXrzAOJuPfg2bkA2MW4ymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Cool spot for dinner in Rio near Copacabana beach. Tapas menu is bit confusing at first as the server brings out plates of food that is not mentioned in the...,4,2019-08-19 03:12:19,5WrvqjqZOk6cEQ9xJLRX2Q,EfCuN2O6LHmxUleYT1_JeQ,Vijay S.
xv5DrKiDx0gsOtoT6GNfIA,https://www.yelp.com/biz/el-born-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=xv5DrKiDx0gsOtoT6GNfIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Based on reviews, we decided to go to El Born for a light dinner. We started with the strawberry caipirinhas which were average. We told the waiter we would...",2,2020-03-09 16:23:19,5WrvqjqZOk6cEQ9xJLRX2Q,rjzQMTjprCI30NHqe42y1g,Laurel D.
OZqWP4EUu2KJ4En6IK1wiA,https://www.yelp.com/biz/lasai-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=OZqWP4EUu2KJ4En6IK1wiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"What a pleasure to dine again at Lasai and be seated at Chef's Table at Rafael's kitchen. 

Located in a charming house in Botafogo, Rio de Janeiro Lasai...",5,2022-01-02 19:09:09,5yoPIIpDYddn56FeRnjHNg,ZcPGGpr5xiCzScEQC-IF8g,Luciana M.
SkeELXiAsmXI2XPoIQ_UIA,https://www.yelp.com/biz/lasai-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=SkeELXiAsmXI2XPoIQ_UIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,We were excited to check this place out. The service is very professional and friendly. I'm glad they can all speak Portuguese or English to explain what...,4,2022-01-05 18:27:23,5yoPIIpDYddn56FeRnjHNg,31UxPTXa3VgpYB2XJ-B9Vg,Michelle Y.
nF5xgti7kSGfyQoErs7Oqw,https://www.yelp.com/biz/lasai-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=nF5xgti7kSGfyQoErs7Oqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Update: we visited the new restaurant and it's a much smaller and more intimate space with a maximum of 10 seats. You get to see everything prepared and...,5,2023-01-30 05:04:59,5yoPIIpDYddn56FeRnjHNg,RD365MaKbCCjpZQ2KkxROg,Alex H.
TR1CaYRFObffGSWz22dpcA,https://www.yelp.com/biz/oro-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=TR1CaYRFObffGSWz22dpcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Disappointing experience, considering this is a 2 stars Michelin restaurant.

The food was okay.  Some items of the menu were very salty.  Some of us did...",3,2023-09-18 22:44:25,4AUlmM2Kq7VJ24vke9xh7w,gOiaGv7qFmEFXD2o9u5M4w,Cris B.
_HwouNwTUKA1oCCfhh4ktw,https://www.yelp.com/biz/oro-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=_HwouNwTUKA1oCCfhh4ktw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"One of the best fine dinning experiences I had ever. The combination of flavors, each step was unique & original, the deco is really nice & modern, clap...",5,2022-09-29 04:11:19,4AUlmM2Kq7VJ24vke9xh7w,rXhwl09R9f6aiZtqxEImKA,Marian M.
