review_id,url_id,text,review_rate,time_created,user,restaurant_id,id,name
giDjB4wUpX3Ukq7TRonUoA,https://www.yelp.com/biz/ferro-e-farinha-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=giDjB4wUpX3Ukq7TRonUoA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Everyone said this place was great so we had to check it out. We arrived shortly after 7pm on a Sunday night and already the place was packed. We rested on...,3,2016-03-07 09:36:56,"{'id': 'wZG2xlICfUkJiY1NdPJH2A', 'profile_url': 'https://www.yelp.com/user_details?userid=wZG2xlICfUkJiY1NdPJH2A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/y0jBkXl8pdKss6KFkaCraw/o.jpg', 'name': 'Naomi K.'}",vgfhhEjfxrY9Soh0M80JZw,wZG2xlICfUkJiY1NdPJH2A,Naomi K.
MC4j1OHTUEyGO5cfjqXdBw,https://www.yelp.com/biz/ferro-e-farinha-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=MC4j1OHTUEyGO5cfjqXdBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"It's kind of hard to find good pizza places in Rio, and with the help of Yelp I ended up bookmarking Ferro e Farinha (Iron and Flour) to visit.. and it was...",4,2015-03-12 19:27:10,"{'id': 'TzcLIHRa_ybMLPwHl-JI8A', 'profile_url': 'https://www.yelp.com/user_details?userid=TzcLIHRa_ybMLPwHl-JI8A', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/7ywny0pIjsCnEbC0MEWVlg/o.jpg', 'name': 'Max K.'}",vgfhhEjfxrY9Soh0M80JZw,TzcLIHRa_ybMLPwHl-JI8A,Max K.
R93nMBMktjbcozOCLR4bBQ,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=R93nMBMktjbcozOCLR4bBQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I know you're just thinking of all the churrascarias you wanna try in Rio, but I will tell you, one not-to-miss thing in Rio is seafood. I mean, the ocean...",5,2018-12-06 15:42:10,"{'id': 'OBeon38Z0GnwmYKs4AgTYw', 'profile_url': 'https://www.yelp.com/user_details?userid=OBeon38Z0GnwmYKs4AgTYw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/LdG6DutmRf83lRN0iz3k6w/o.jpg', 'name': 'Allen R.'}",NUeyA3LS7JnQdpomojHrWA,OBeon38Z0GnwmYKs4AgTYw,Allen R.
sjpfgz2UWQt23IrIZq4f0Q,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=sjpfgz2UWQt23IrIZq4f0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Not on Copacabana beach anymore. 1 hour drive from Copacabana to get there 
However, there is a good ceviche place next to the Marriott on CC beach",4,2022-12-21 12:02:54,"{'id': 'NNSF8ZTSFttX2-NAcxL94Q', 'profile_url': 'https://www.yelp.com/user_details?userid=NNSF8ZTSFttX2-NAcxL94Q', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/H_80istN3Y0AQVeHvNBu7g/o.jpg', 'name': 'Mark S.'}",NUeyA3LS7JnQdpomojHrWA,NNSF8ZTSFttX2-NAcxL94Q,Mark S.
c86kAyC-FRQrkRf0XM4Ong,https://www.yelp.com/biz/nomangue-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=c86kAyC-FRQrkRf0XM4Ong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I had the paella,( seafood with rice) and has been the best paella Ive ever had in Rio.
Waiters speak spanish or english and have very good suggestions and...",4,2019-09-10 20:24:40,"{'id': 'uiSM831U4Ly0xkLl2pLDVw', 'profile_url': 'https://www.yelp.com/user_details?userid=uiSM831U4Ly0xkLl2pLDVw', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/z3d8xYsn0PrQxZUIUExAcg/o.jpg', 'name': 'Francisco L.'}",NUeyA3LS7JnQdpomojHrWA,uiSM831U4Ly0xkLl2pLDVw,Francisco L.
Bl2jt6YdcUHkTd0hAz8p7g,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Bl2jt6YdcUHkTd0hAz8p7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This place was incredible.  On our first day in Brazil, I decided to take myself and the family to this restaurant.  The hostess was equal parts charming...",5,2023-06-22 18:45:47,"{'id': '1Ow6z8Tnwqd0eZXGvh7ISA', 'profile_url': 'https://www.yelp.com/user_details?userid=1Ow6z8Tnwqd0eZXGvh7ISA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/czNyoGm0sKhChAANuzfcrg/o.jpg', 'name': 'William L.'}",MalRW9DCnqDDCa6gEjD7rA,1Ow6z8Tnwqd0eZXGvh7ISA,William L.
MzgqpMepTNENTQ07FGELMw,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=MzgqpMepTNENTQ07FGELMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Ate there on last trip.  

The churrascaria part vg.  Very salty tho - i was drinking like a camel.  Was $200 for 3.  Pricey for even Rio!  

Would eat...",3,2023-09-04 16:52:00,"{'id': '1cJFYNE3swagRMAkRwi_WA', 'profile_url': 'https://www.yelp.com/user_details?userid=1cJFYNE3swagRMAkRwi_WA', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/AbVez_gbWiDA05DkvEQW7A/o.jpg', 'name': 'Rick F.'}",MalRW9DCnqDDCa6gEjD7rA,1cJFYNE3swagRMAkRwi_WA,Rick F.
4JMCLthYYwdLW0DnWl-b-Q,https://www.yelp.com/biz/churrascaria-palace-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=4JMCLthYYwdLW0DnWl-b-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Excellent service and a large variety of options... both from the salad/appetizer bar and the skewed meats.,4,2023-11-07 06:47:50,"{'id': '7OcrB9_Rr2Cj3wmW5ucH4w', 'profile_url': 'https://www.yelp.com/user_details?userid=7OcrB9_Rr2Cj3wmW5ucH4w', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/M0GT26TieZj8yJZHDih01w/o.jpg', 'name': 'Shannon B.'}",MalRW9DCnqDDCa6gEjD7rA,7OcrB9_Rr2Cj3wmW5ucH4w,Shannon B.
K4II0dGR4y0-f3FbETq4Ww,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=K4II0dGR4y0-f3FbETq4Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Dining at Teva in Rio was an absolute highlight of our trip. The atmosphere was inviting, and the decor hinted at their commitment to sustainability, which...",5,2023-09-27 19:26:28,"{'id': 'B3Mc133biVIJJUXvscm3Nw', 'profile_url': 'https://www.yelp.com/user_details?userid=B3Mc133biVIJJUXvscm3Nw', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/8s-HcQ9OrnasSZF3FMSbOw/o.jpg', 'name': 'Kathleen R.'}",Y4KuvLClTon-wZc0iEZyoQ,B3Mc133biVIJJUXvscm3Nw,Kathleen R.
2HgzUGAtEYV1pQJWTqO2TQ,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=2HgzUGAtEYV1pQJWTqO2TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This is my favorite place from my trip to brazil. After the Moqueca, the food here was so unique and amazing. Its a cute vegan restaurant with great...",5,2023-06-25 16:13:36,"{'id': 'UO2ISiHHf0YQNobgDjg0iA', 'profile_url': 'https://www.yelp.com/user_details?userid=UO2ISiHHf0YQNobgDjg0iA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/Rcjlk10xpLyO5y-w3rDM6A/o.jpg', 'name': 'Chandana K.'}",Y4KuvLClTon-wZc0iEZyoQ,UO2ISiHHf0YQNobgDjg0iA,Chandana K.
H4kAN6HP1k987YEB5bkAzw,https://www.yelp.com/biz/teva-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=H4kAN6HP1k987YEB5bkAzw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Loved this place, the service was excellent and the food is super nice! 

Me encantó este lugar, el servicio fue excelente y la comida es súper rica!",5,2022-09-26 06:10:00,"{'id': 'rXhwl09R9f6aiZtqxEImKA', 'profile_url': 'https://www.yelp.com/user_details?userid=rXhwl09R9f6aiZtqxEImKA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/MmyQi2e_uizTTmXnXo0p8A/o.jpg', 'name': 'Marian M.'}",Y4KuvLClTon-wZc0iEZyoQ,rXhwl09R9f6aiZtqxEImKA,Marian M.
mLE0pO6vz8R4ltpyZPENyw,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=mLE0pO6vz8R4ltpyZPENyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,It's casual and small - I sat on the street by the small bar and kinda in the main traffic way.  The layout is interesting like it is coupled together - a...,3,2021-11-16 12:45:42,"{'id': '8tdpq4NS0rd9c0eyy9M2lA', 'profile_url': 'https://www.yelp.com/user_details?userid=8tdpq4NS0rd9c0eyy9M2lA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/PFiTP1dPQkOPqJeiCwCQOw/o.jpg', 'name': 'Shawn S.'}",5e3zTy_MsKjCeNJpmtTk0g,8tdpq4NS0rd9c0eyy9M2lA,Shawn S.
wZo7_PiQeFzE_5eBEQASSg,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=wZo7_PiQeFzE_5eBEQASSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I very impressed with everything we got. Me & my boyfriend love sushi & have gone to many sushi places back at home in California, but this sushi was the...",5,2022-08-11 10:20:39,"{'id': 'YdV7Mk-QbMfrhcMhewugRQ', 'profile_url': 'https://www.yelp.com/user_details?userid=YdV7Mk-QbMfrhcMhewugRQ', 'image_url': None, 'name': 'Jasmine A.'}",5e3zTy_MsKjCeNJpmtTk0g,YdV7Mk-QbMfrhcMhewugRQ,Jasmine A.
LSowdDDLKR7h-eImu6bcXQ,https://www.yelp.com/biz/haru-sushi-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=LSowdDDLKR7h-eImu6bcXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I am always in the mood for sushi and found this place through Google Maps.

It's a casual environment. I saw that they had some seats inside but I wanted...",4,2020-02-12 18:17:34,"{'id': 'TGawxiQIiFqIViORAwh-zQ', 'profile_url': 'https://www.yelp.com/user_details?userid=TGawxiQIiFqIViORAwh-zQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/wsyMfCChH1dUoaZAvLZlww/o.jpg', 'name': 'Isabel P.'}",5e3zTy_MsKjCeNJpmtTk0g,TGawxiQIiFqIViORAwh-zQ,Isabel P.
HgG7SuTV46sTkVrt095Hmg,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=HgG7SuTV46sTkVrt095Hmg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"If you ever get the chance, to grab one of Cervantes fantastic fillet mignon sandwiches while visiting Copacabana in Rio de Janeiro, DO IT!!!
I prefer the...",5,2023-08-13 12:41:19,"{'id': 'GIZiIpG-WHKvxde3TNFAsw', 'profile_url': 'https://www.yelp.com/user_details?userid=GIZiIpG-WHKvxde3TNFAsw', 'image_url': None, 'name': 'Lance H.'}",6ULYwVUA3j0RpZ2lkV4e1Q,GIZiIpG-WHKvxde3TNFAsw,Lance H.
WwVKYXbvlkYrLeqsYb-hDg,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=WwVKYXbvlkYrLeqsYb-hDg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Came to Cervantes for lunch after seeing great reviews on Yelp. It's in Copacabana but about 3-4 blocks away from the beach. My friend and I sat outside and...,5,2023-02-25 02:46:59,"{'id': 'ti2pjyYHW25ZzrCg2pN5Eg', 'profile_url': 'https://www.yelp.com/user_details?userid=ti2pjyYHW25ZzrCg2pN5Eg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/d622u0DdobILVIhcLJbImA/o.jpg', 'name': 'Brittany W.'}",6ULYwVUA3j0RpZ2lkV4e1Q,ti2pjyYHW25ZzrCg2pN5Eg,Brittany W.
bjULsn4W1SYiAX2cmBNisA,https://www.yelp.com/biz/cervantes-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=bjULsn4W1SYiAX2cmBNisA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"I've been told that a trip to Rio De Janeiro is wasted without stopping at Cervantes for a their classic sandwich. Fortunately, our friend is a local and...",5,2023-02-02 18:45:27,"{'id': 'l7hidc5ca7kpMwyXkPVG_w', 'profile_url': 'https://www.yelp.com/user_details?userid=l7hidc5ca7kpMwyXkPVG_w', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/JbBhmVxAlQE_QaQAwtaRKg/o.jpg', 'name': 'Jason O.'}",6ULYwVUA3j0RpZ2lkV4e1Q,l7hidc5ca7kpMwyXkPVG_w,Jason O.
FEdzus7Q0l7MSn6doJKruQ,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=FEdzus7Q0l7MSn6doJKruQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,The pinnacle of great Brasilian food.  If in Rio you need to go.  Their breaded steak was awesome.  Steak sized fries.  Rice and exquisite black beans....,5,2023-09-03 15:36:02,"{'id': '1cJFYNE3swagRMAkRwi_WA', 'profile_url': 'https://www.yelp.com/user_details?userid=1cJFYNE3swagRMAkRwi_WA', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/AbVez_gbWiDA05DkvEQW7A/o.jpg', 'name': 'Rick F.'}",EQ0gUFQtqTfzdRNOCrc6NA,1cJFYNE3swagRMAkRwi_WA,Rick F.
r1-zVtJPNVzTcwdFNnmLdA,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=r1-zVtJPNVzTcwdFNnmLdA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,This place was highly recommend but unfortunately was a disappointment. Located near the beach and easy to walk to from there. The service was excellent....,2,2022-07-18 15:12:10,"{'id': '_QJogFNlpMjscM4xaxcaTw', 'profile_url': 'https://www.yelp.com/user_details?userid=_QJogFNlpMjscM4xaxcaTw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/bt1DzI1PWdRU04NHA-NOsQ/o.jpg', 'name': 'Ramsey P.'}",EQ0gUFQtqTfzdRNOCrc6NA,_QJogFNlpMjscM4xaxcaTw,Ramsey P.
iWOuqXxXG1vJ4hshraEe4Q,https://www.yelp.com/biz/garota-de-ipanema-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=iWOuqXxXG1vJ4hshraEe4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"We were hungry for a filling, tasty meal, and we found a gem in Garota de Ipanema. The place is bright and very clean, and the service was the best we've...",4,2022-09-03 03:54:12,"{'id': 'EFxucMR_bcz4f5kZb3Favg', 'profile_url': 'https://www.yelp.com/user_details?userid=EFxucMR_bcz4f5kZb3Favg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/GPC3DvOg9kVeq1np3Ra36A/o.jpg', 'name': 'Dee Dee P.'}",EQ0gUFQtqTfzdRNOCrc6NA,EFxucMR_bcz4f5kZb3Favg,Dee Dee P.
2P3SlnswI3NKsUyxiTQyaQ,https://www.yelp.com/biz/via-sete-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=2P3SlnswI3NKsUyxiTQyaQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,I visited Via Sete in August. I was looking for a Brazilian restaurant for lunch and Via Sete was located across the street from the stores I'd been...,5,2022-12-20 15:14:11,"{'id': 'vE3k7DLKEHzc1uzFwUHjYw', 'profile_url': 'https://www.yelp.com/user_details?userid=vE3k7DLKEHzc1uzFwUHjYw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/yPhyiuCpqKprHesAdQZvKQ/o.jpg', 'name': 'Cynthia N.'}",ju8AdTLenJV-deUanEjJUA,vE3k7DLKEHzc1uzFwUHjYw,Cynthia N.
