id,name,is_closed,review_count,rating,price,distance,category,review_id,text,review_rate,restaurant_id,user_id,sentiment
vgfhhEjfxrY9Soh0M80JZw,Ferro e Farinha,0,30,4.5,2,7888.899910994605,Type of Restaurant,giDjB4wUpX3Ukq7TRonUoA,Everyone said this place was great so we had to check it out. We arrived shortly after 7pm on a Sunday night and already the place was packed. We rested on...,3.0,vgfhhEjfxrY9Soh0M80JZw,wZG2xlICfUkJiY1NdPJH2A,0.4
vgfhhEjfxrY9Soh0M80JZw,Ferro e Farinha,0,30,4.5,2,7888.899910994605,Type of Restaurant,MC4j1OHTUEyGO5cfjqXdBw,"It's kind of hard to find good pizza places in Rio, and with the help of Yelp I ended up bookmarking Ferro e Farinha (Iron and Flour) to visit.. and it was...",4.0,vgfhhEjfxrY9Soh0M80JZw,TzcLIHRa_ybMLPwHl-JI8A,0.3361111111111111
NUeyA3LS7JnQdpomojHrWA,Nomangue,0,106,4.0,2,8337.327724370669,Fish,R93nMBMktjbcozOCLR4bBQ,"I know you're just thinking of all the churrascarias you wanna try in Rio, but I will tell you, one not-to-miss thing in Rio is seafood. I mean, the ocean...",5.0,NUeyA3LS7JnQdpomojHrWA,OBeon38Z0GnwmYKs4AgTYw,-0.3125
NUeyA3LS7JnQdpomojHrWA,Nomangue,0,106,4.0,2,8337.327724370669,Fish,sjpfgz2UWQt23IrIZq4f0Q,"Not on Copacabana beach anymore. 1 hour drive from Copacabana to get there 
However, there is a good ceviche place next to the Marriott on CC beach",4.0,NUeyA3LS7JnQdpomojHrWA,NNSF8ZTSFttX2-NAcxL94Q,0.35
NUeyA3LS7JnQdpomojHrWA,Nomangue,0,106,4.0,2,8337.327724370669,Fish,c86kAyC-FRQrkRf0XM4Ong,"I had the paella,( seafood with rice) and has been the best paella Ive ever had in Rio.
Waiters speak spanish or english and have very good suggestions and...",4.0,NUeyA3LS7JnQdpomojHrWA,uiSM831U4Ly0xkLl2pLDVw,0.4775
MalRW9DCnqDDCa6gEjD7rA,Churrascaria Palace,0,151,4.5,4,8581.289087273199,Type of Restaurant,Bl2jt6YdcUHkTd0hAz8p7g,"This place was incredible.  On our first day in Brazil, I decided to take myself and the family to this restaurant.  The hostess was equal parts charming...",5.0,MalRW9DCnqDDCa6gEjD7rA,1Ow6z8Tnwqd0eZXGvh7ISA,0.46249999999999997
MalRW9DCnqDDCa6gEjD7rA,Churrascaria Palace,0,151,4.5,4,8581.289087273199,Type of Restaurant,MzgqpMepTNENTQ07FGELMw,"Ate there on last trip.  

The churrascaria part vg.  Very salty tho - i was drinking like a camel.  Was $200 for 3.  Pricey for even Rio!  

Would eat...",3.0,MalRW9DCnqDDCa6gEjD7rA,1cJFYNE3swagRMAkRwi_WA,0.125
MalRW9DCnqDDCa6gEjD7rA,Churrascaria Palace,0,151,4.5,4,8581.289087273199,Type of Restaurant,4JMCLthYYwdLW0DnWl-b-Q,Excellent service and a large variety of options... both from the salad/appetizer bar and the skewed meats.,4.0,MalRW9DCnqDDCa6gEjD7rA,7OcrB9_Rr2Cj3wmW5ucH4w,0.6071428571428571
Y4KuvLClTon-wZc0iEZyoQ,Teva,0,19,5.0,2,6906.607554500947,Vegan,K4II0dGR4y0-f3FbETq4Ww,"Dining at Teva in Rio was an absolute highlight of our trip. The atmosphere was inviting, and the decor hinted at their commitment to sustainability, which...",5.0,Y4KuvLClTon-wZc0iEZyoQ,B3Mc133biVIJJUXvscm3Nw,0.2
Y4KuvLClTon-wZc0iEZyoQ,Teva,0,19,5.0,2,6906.607554500947,Vegan,2HgzUGAtEYV1pQJWTqO2TQ,"This is my favorite place from my trip to brazil. After the Moqueca, the food here was so unique and amazing. Its a cute vegan restaurant with great...",5.0,Y4KuvLClTon-wZc0iEZyoQ,UO2ISiHHf0YQNobgDjg0iA,0.555
Y4KuvLClTon-wZc0iEZyoQ,Teva,0,19,5.0,2,6906.607554500947,Vegan,H4kAN6HP1k987YEB5bkAzw,"Loved this place, the service was excellent and the food is super nice! 

Me encantó este lugar, el servicio fue excelente y la comida es súper rica!",5.0,Y4KuvLClTon-wZc0iEZyoQ,rXhwl09R9f6aiZtqxEImKA,0.7427083333333333
5e3zTy_MsKjCeNJpmtTk0g,Haru Sushi Bar,0,13,4.5,2,8003.028083541857,Asian,mLE0pO6vz8R4ltpyZPENyw,It's casual and small - I sat on the street by the small bar and kinda in the main traffic way.  The layout is interesting like it is coupled together - a...,3.0,5e3zTy_MsKjCeNJpmtTk0g,8tdpq4NS0rd9c0eyy9M2lA,-0.06666666666666668
5e3zTy_MsKjCeNJpmtTk0g,Haru Sushi Bar,0,13,4.5,2,8003.028083541857,Asian,wZo7_PiQeFzE_5eBEQASSg,"I very impressed with everything we got. Me & my boyfriend love sushi & have gone to many sushi places back at home in California, but this sushi was the...",5.0,5e3zTy_MsKjCeNJpmtTk0g,YdV7Mk-QbMfrhcMhewugRQ,0.5
5e3zTy_MsKjCeNJpmtTk0g,Haru Sushi Bar,0,13,4.5,2,8003.028083541857,Asian,LSowdDDLKR7h-eImu6bcXQ,"I am always in the mood for sushi and found this place through Google Maps.

It's a casual environment. I saw that they had some seats inside but I wanted...",4.0,5e3zTy_MsKjCeNJpmtTk0g,TGawxiQIiFqIViORAwh-zQ,-0.5000000000000001
6ULYwVUA3j0RpZ2lkV4e1Q,Cervantes,0,38,4.5,1,8582.777159012188,Brazilian,HgG7SuTV46sTkVrt095Hmg,"If you ever get the chance, to grab one of Cervantes fantastic fillet mignon sandwiches while visiting Copacabana in Rio de Janeiro, DO IT!!!
I prefer the...",5.0,6ULYwVUA3j0RpZ2lkV4e1Q,GIZiIpG-WHKvxde3TNFAsw,0.78125
6ULYwVUA3j0RpZ2lkV4e1Q,Cervantes,0,38,4.5,1,8582.777159012188,Brazilian,WwVKYXbvlkYrLeqsYb-hDg,Came to Cervantes for lunch after seeing great reviews on Yelp. It's in Copacabana but about 3-4 blocks away from the beach. My friend and I sat outside and...,5.0,6ULYwVUA3j0RpZ2lkV4e1Q,ti2pjyYHW25ZzrCg2pN5Eg,0.4
6ULYwVUA3j0RpZ2lkV4e1Q,Cervantes,0,38,4.5,1,8582.777159012188,Brazilian,bjULsn4W1SYiAX2cmBNisA,"I've been told that a trip to Rio De Janeiro is wasted without stopping at Cervantes for a their classic sandwich. Fortunately, our friend is a local and...",5.0,6ULYwVUA3j0RpZ2lkV4e1Q,l7hidc5ca7kpMwyXkPVG_w,0.09166666666666667
EQ0gUFQtqTfzdRNOCrc6NA,Garota de Ipanema,0,122,4.0,2,7745.253605911179,Brazilian,FEdzus7Q0l7MSn6doJKruQ,The pinnacle of great Brasilian food.  If in Rio you need to go.  Their breaded steak was awesome.  Steak sized fries.  Rice and exquisite black beans....,5.0,EQ0gUFQtqTfzdRNOCrc6NA,1cJFYNE3swagRMAkRwi_WA,0.6583333333333333
EQ0gUFQtqTfzdRNOCrc6NA,Garota de Ipanema,0,122,4.0,2,7745.253605911179,Brazilian,r1-zVtJPNVzTcwdFNnmLdA,This place was highly recommend but unfortunately was a disappointment. Located near the beach and easy to walk to from there. The service was excellent....,2.0,EQ0gUFQtqTfzdRNOCrc6NA,_QJogFNlpMjscM4xaxcaTw,0.0988888888888889
EQ0gUFQtqTfzdRNOCrc6NA,Garota de Ipanema,0,122,4.0,2,7745.253605911179,Brazilian,iWOuqXxXG1vJ4hshraEe4Q,"We were hungry for a filling, tasty meal, and we found a gem in Garota de Ipanema. The place is bright and very clean, and the service was the best we've...",4.0,EQ0gUFQtqTfzdRNOCrc6NA,EFxucMR_bcz4f5kZb3Favg,0.7255555555555556
ju8AdTLenJV-deUanEjJUA,Via Sete,0,85,4.0,2,7148.185346367338,European,2P3SlnswI3NKsUyxiTQyaQ,I visited Via Sete in August. I was looking for a Brazilian restaurant for lunch and Via Sete was located across the street from the stores I'd been...,5.0,ju8AdTLenJV-deUanEjJUA,vE3k7DLKEHzc1uzFwUHjYw,0.0
ju8AdTLenJV-deUanEjJUA,Via Sete,0,85,4.0,2,7148.185346367338,European,Ytf81auGYFIziZ53dNTYbQ,"Brightly colored and well flavored food, nice staff, pretty setting. The salad was good and their version of mate iced tea could use a bit of sugar but I...",4.0,ju8AdTLenJV-deUanEjJUA,YX1LH-CGj6i6Wq2bjyS61A,0.5625
ju8AdTLenJV-deUanEjJUA,Via Sete,0,85,4.0,2,7148.185346367338,European,YSTCvdoplMRzNUiMKJX71g,"While vacationing in Ipanema, we wanted to eat someone on the fancier side and came to Via Sete. Like most Brazilian places there's outdoor seating but...",4.0,ju8AdTLenJV-deUanEjJUA,k5nYmL5XbI7ibPugXZgVwQ,0.5
UAYdmU0Asim4aJronqYsKg,Oteque,0,6,5.0,1,6687.418399283273,European,sP3LQ8M4OnuHBzohE18mkQ,"I agree that the ambience is outstanding, you feel inside a cuisine tv show! The service is quite good too. The food was very good, not excellent as I...",4.0,UAYdmU0Asim4aJronqYsKg,rXhwl09R9f6aiZtqxEImKA,0.43374999999999997
UAYdmU0Asim4aJronqYsKg,Oteque,0,6,5.0,1,6687.418399283273,European,-nWcGJ5n92FBrm4JW_5-6g,Incredible experience.  First a shout out to the staff.  They are like a precision military unit.  Trained to perform impeccably.  The ambience is also very...,5.0,UAYdmU0Asim4aJronqYsKg,qZ7905pMO76OSCB7CKdzzA,0.39999999999999997
UAYdmU0Asim4aJronqYsKg,Oteque,0,6,5.0,1,6687.418399283273,European,vK8HeaFF9Wffryv3FvSFOA,"Refined food and rock music? Sign me up! Jamming out to AC/DC, Queen and the Ramones while getting pampered. The chefs table was amazing, almost as much fun...",5.0,UAYdmU0Asim4aJronqYsKg,KKHwNzxmz3OXkZRyV75r6A,0.45000000000000007
3fMzJZqKsoJ9C8Cf0CdW-A,Marius Degustare,0,116,4.0,4,9545.386572561936,Asian,cbY1CycXOh3y3Nke_zyTNw,"Absolutely incredible! The food was wonderful and the service was even better. The seafood was to die for.  I suggest the shrimp and sea bass! 

I also...",5.0,3fMzJZqKsoJ9C8Cf0CdW-A,f_dIjOkJ4xWWWKornSHlxA,0.578125
3fMzJZqKsoJ9C8Cf0CdW-A,Marius Degustare,0,116,4.0,4,9545.386572561936,Asian,Z71xu5Bl7kRphIbaZ3O8bA,"Salt! 

An overabundance of salt on the food, and forgettable service earns this over hyped restaurant it's glorious 1 star. 

The location is excellent, it...",1.0,3fMzJZqKsoJ9C8Cf0CdW-A,AW7TEwb7PeRzD-xRFpydMw,0.25
3fMzJZqKsoJ9C8Cf0CdW-A,Marius Degustare,0,116,4.0,4,9545.386572561936,Asian,nKy1LjpmIRmLVR-Qe5aVwQ,This place is so unique and worth the money. The staff doesn't even allow you to look like you need something. They are on it. The place is set up like a...,5.0,3fMzJZqKsoJ9C8Cf0CdW-A,4THkSbkYchwk5hraUTyAeg,0.3375
5WrvqjqZOk6cEQ9xJLRX2Q,El Born,0,37,4.5,3,8181.592559075557,Beverages,eH_XJ7NV4rcPMGLkus2Vmw,"Nice spot for a night out - live bossa nova music on by here. Very solid having grilled octopus, squid ink rice & honeyed aubergine sticks, and this beer....",5.0,5WrvqjqZOk6cEQ9xJLRX2Q,gtrzRx5ckds0godcF8Pv2g,0.24545454545454545
5WrvqjqZOk6cEQ9xJLRX2Q,El Born,0,37,4.5,3,8181.592559075557,Beverages,OXrzAOJuPfg2bkA2MW4ymA,Cool spot for dinner in Rio near Copacabana beach. Tapas menu is bit confusing at first as the server brings out plates of food that is not mentioned in the...,4.0,5WrvqjqZOk6cEQ9xJLRX2Q,EfCuN2O6LHmxUleYT1_JeQ,0.09999999999999999
5WrvqjqZOk6cEQ9xJLRX2Q,El Born,0,37,4.5,3,8181.592559075557,Beverages,xv5DrKiDx0gsOtoT6GNfIA,"Based on reviews, we decided to go to El Born for a light dinner. We started with the strawberry caipirinhas which were average. We told the waiter we would...",2.0,5WrvqjqZOk6cEQ9xJLRX2Q,rjzQMTjprCI30NHqe42y1g,0.125
5yoPIIpDYddn56FeRnjHNg,Lasai,0,21,4.5,4,6436.665392987514,Brazilian,OZqWP4EUu2KJ4En6IK1wiA,"What a pleasure to dine again at Lasai and be seated at Chef's Table at Rafael's kitchen. 

Located in a charming house in Botafogo, Rio de Janeiro Lasai...",5.0,5yoPIIpDYddn56FeRnjHNg,ZcPGGpr5xiCzScEQC-IF8g,0.7
5yoPIIpDYddn56FeRnjHNg,Lasai,0,21,4.5,4,6436.665392987514,Brazilian,SkeELXiAsmXI2XPoIQ_UIA,We were excited to check this place out. The service is very professional and friendly. I'm glad they can all speak Portuguese or English to explain what...,4.0,5yoPIIpDYddn56FeRnjHNg,31UxPTXa3VgpYB2XJ-B9Vg,0.27599999999999997
5yoPIIpDYddn56FeRnjHNg,Lasai,0,21,4.5,4,6436.665392987514,Brazilian,nF5xgti7kSGfyQoErs7Oqw,Update: we visited the new restaurant and it's a much smaller and more intimate space with a maximum of 10 seats. You get to see everything prepared and...,5.0,5yoPIIpDYddn56FeRnjHNg,RD365MaKbCCjpZQ2KkxROg,0.2090909090909091
4AUlmM2Kq7VJ24vke9xh7w,ORO,0,17,4.0,1,6519.691926698063,Brazilian,TR1CaYRFObffGSWz22dpcA,"Disappointing experience, considering this is a 2 stars Michelin restaurant.

The food was okay.  Some items of the menu were very salty.  Some of us did...",3.0,4AUlmM2Kq7VJ24vke9xh7w,gOiaGv7qFmEFXD2o9u5M4w,0.03333333333333335
4AUlmM2Kq7VJ24vke9xh7w,ORO,0,17,4.0,1,6519.691926698063,Brazilian,_HwouNwTUKA1oCCfhh4ktw,"One of the best fine dinning experiences I had ever. The combination of flavors, each step was unique & original, the deco is really nice & modern, clap...",5.0,4AUlmM2Kq7VJ24vke9xh7w,rXhwl09R9f6aiZtqxEImKA,0.4944444444444445
4AUlmM2Kq7VJ24vke9xh7w,ORO,0,17,4.0,1,6519.691926698063,Brazilian,xc8ZnN2uybI7CwBcdqms6g,Excellent tasting menu of a variety of foods. Service was very quick and friendly. Ample seating throughout. Lives up to the two star Michelin rating!,5.0,4AUlmM2Kq7VJ24vke9xh7w,711gsmiQOjOAHZP_0uJabw,0.6340277777777777
weWONFLoHhTs7C5hB3ctJw,TT Burger,0,63,4.0,2,8764.47168522953,Snack,s5QhzdJWqW-jUxrkwWTmjQ,Love this burger joint!  It's small and they basically just have burgers and fries but they know how to do burgers.  There's something so flavorful about...,5.0,weWONFLoHhTs7C5hB3ctJw,z6RGwfYIfH4tg2r_YtM6Fg,0.1875
weWONFLoHhTs7C5hB3ctJw,TT Burger,0,63,4.0,2,8764.47168522953,Snack,po1GtJekOA6oxDSwSKyn6A,"Very nice after beach burger!

Muy buena hamburguesa para después de la playa!",4.0,weWONFLoHhTs7C5hB3ctJw,rXhwl09R9f6aiZtqxEImKA,1.0
weWONFLoHhTs7C5hB3ctJw,TT Burger,0,63,4.0,2,8764.47168522953,Snack,iFWDXbpHKpA7ZrB2PsWWKw,"After walking from Copacabana beach to Ipanema beach, we were making the trek back to Copacabana. We had passed TT Burger on the way there and decided we...",4.0,weWONFLoHhTs7C5hB3ctJw,z4Bvefqd1bV7hwAuM7LJbw,0.0
F4sI6j2kHEJ6w5j8HA_2GQ,Grado,0,3,4.5,1,4958.5491084478135,European,O1nKqF7FJHW9HZSDXkTj-Q,Another local gem. Italian theme with my favorite dish being the tartar de carne (beef tartare) which was really flavorful. The taglioloni gratinado was...,4.0,F4sI6j2kHEJ6w5j8HA_2GQ,RD365MaKbCCjpZQ2KkxROg,0.175
F4sI6j2kHEJ6w5j8HA_2GQ,Grado,0,3,4.5,1,4958.5491084478135,European,pZAyWRsibI6BVaG90L2Z7w,This place is great. Everything I ate here was a very good version of that dish. The service was good. The ambience was pleasant. I can't wait to go back.,5.0,F4sI6j2kHEJ6w5j8HA_2GQ,rq3nlEY0Y7JTB2Q4OgMBHg,0.6286666666666667
GIopqPAk8bKvirDiuYP9xw,Pérgula,0,6,4.5,3,8547.577079914905,Brazilian,zWhptLTIyRM2GenOEz5E3g,"Inside Belmond Copacabana Palace, nice restaurant by the pool. We arrived late at night and almost every restaurant was closed in the city. 
We had a lovely...",4.0,GIopqPAk8bKvirDiuYP9xw,rXhwl09R9f6aiZtqxEImKA,0.175
GIopqPAk8bKvirDiuYP9xw,Pérgula,0,6,4.5,3,8547.577079914905,Brazilian,2zTI4ncp7noxEqK83_b6Sw,"If you've ever been to Copacabana and walked along the beach, chances are you've definitely stumbled upon this huge white palace known as the Copacabana...",5.0,GIopqPAk8bKvirDiuYP9xw,N7fyvpt4mPV59twpgfg_xA,0.13333333333333336
GIopqPAk8bKvirDiuYP9xw,Pérgula,0,6,4.5,3,8547.577079914905,Brazilian,P9k33moXVoQH25rPowprsg,"The ambience is fantastic...beautiful pool, tropical birds signing, great Brazilian background music, lovely ocean breeze, elegant, relaxing, and there was...",3.0,GIopqPAk8bKvirDiuYP9xw,wUKf9wve4y8kTym4usWFSg,0.6
p_DG-aPCU12O1if3RYpXGg,CT Boucherie,0,65,4.5,4,6145.963805061377,European,OreQhyocndBniaU-nwN0LQ,Excellent little steakhouse on a cute street. Ordered the porterhouse for 2 and was sufficiently full. The quality of the meat was excellent and well...,5.0,p_DG-aPCU12O1if3RYpXGg,a6eKIV3VUVlNcg_Qb5BpQA,0.5325
p_DG-aPCU12O1if3RYpXGg,CT Boucherie,0,65,4.5,4,6145.963805061377,European,K_fllLElhfOuhbs4dFrNxA,"Pretty good streaks and as many of the others have stated, you pick your protein and get unlimited sides (sorta like a reverse rodízio). This means there's...",4.0,p_DG-aPCU12O1if3RYpXGg,RD365MaKbCCjpZQ2KkxROg,0.48333333333333334
p_DG-aPCU12O1if3RYpXGg,CT Boucherie,0,65,4.5,4,6145.963805061377,European,A6i6TACL9SDeYrB0aeB09Q,Obsessed with this restaurant! All about the side dishes. It's a plethora of scrumptious options for your palette.  Please open a restaurant in NYC ! do...,5.0,p_DG-aPCU12O1if3RYpXGg,BHi-RESarO2yO0aEa4iSIg,-0.3125
lPXJjgLUX26nV3jgeXJPVA,Santa Satisfação,0,33,4.5,2,8118.05544780831,Snack,-SBWUVPSj8eOjdmr6bHbtw,This place was amazing and the service was just as good! You will see when you visit Brazil while black. Let's just say the experience isn't always so...,5.0,lPXJjgLUX26nV3jgeXJPVA,UgWAtRXwe2mZMILPL0u9Qg,0.4361111111111111
lPXJjgLUX26nV3jgeXJPVA,Santa Satisfação,0,33,4.5,2,8118.05544780831,Snack,J_Pz8a4MjkT8OHpnYAFZwQ,The farfalle pasta with shrimp was AMAZING!! My friend had a chicken Alfredo that tasted delicious as well. We're so sad we discovered this restaurant on...,5.0,lPXJjgLUX26nV3jgeXJPVA,NIEfVSCsgFv6kp6oUGYv9Q,0.20937500000000003
lPXJjgLUX26nV3jgeXJPVA,Santa Satisfação,0,33,4.5,2,8118.05544780831,Snack,F1ANHYi_JsXGP_KY8qFwsQ,JW Marriott concierge recommended and it didn't disappoint.  Quick lunch service and generous portions.  The food was delicious.  The chocolate mousse was...,4.0,lPXJjgLUX26nV3jgeXJPVA,1CwAh3BEGmazKzs7mf1Agg,0.6666666666666666
XS1EXMURTJcdh8nlquhjmA,Artigiano,0,30,4.5,2,6906.238550077439,European,6Kp5ziiSffZU6Ojh-GO49Q,"Excellent Italian food for a great price.  I had the Orchiette with vitella and parmesan, so good.  House made limoncello, great steaks, nice desserts.  The...",5.0,XS1EXMURTJcdh8nlquhjmA,8tdpq4NS0rd9c0eyy9M2lA,0.65
XS1EXMURTJcdh8nlquhjmA,Artigiano,0,30,4.5,2,6906.238550077439,European,GpD7yrCvlyM6x6FRM41G9w,"This restaurant proudly displays its michelin certifications, but does not live up to it.  While the food is very good, and the ambience is delightful, the...",2.0,XS1EXMURTJcdh8nlquhjmA,MWVb5gKqI2c48MtGvtu2xQ,0.6604545454545454
XS1EXMURTJcdh8nlquhjmA,Artigiano,0,30,4.5,2,6906.238550077439,European,RZY5JkKF2oKEpbou989cPA,It is a strange place. Not catered for foreigners visiting town. Anna next door might be a better experience. First of all Artisiano doesn't take credit...,2.0,XS1EXMURTJcdh8nlquhjmA,VYCma-4OuPgnZpxVfOFsZQ,0.175
lPhgV983rEFxZZi-FcQ7dw,Puro,0,21,4.5,3,4956.155791741692,European,WGPex9twI3-DltUDFmo5NA,"Very nice spot in front of Botanical Garden, we had a lovely lunch. The staff was great and the food is really tasty!

Muy lindo lugar en frente al Jardín...",4.0,lPhgV983rEFxZZi-FcQ7dw,rXhwl09R9f6aiZtqxEImKA,0.5825
lPhgV983rEFxZZi-FcQ7dw,Puro,0,21,4.5,3,4956.155791741692,European,WMWk-s1Q2Yw8Ls1djh7MaA,We wanted to check out a true brasilian restaurant and found a real gem right next to the botanical garden in a great upscale neighborhood. Puro offered...,5.0,lPhgV983rEFxZZi-FcQ7dw,LVsdDEH9FnlHVsyh4HECew,0.3271428571428571
lPhgV983rEFxZZi-FcQ7dw,Puro,0,21,4.5,3,4956.155791741692,European,AddSlSnD2asTu6TOHt2zIQ,My things when I'm traveling is to try Michelin rated restaurants because they're cheaper than trying one in New York. I was traveling solo in Rio and...,5.0,lPhgV983rEFxZZi-FcQ7dw,qzW83QYcjyRhesTTSARM_g,0.13636363636363635
vQrsn9iFjaYqDHCE8XXKjQ,Pici Trattoria,0,10,4.5,3,7405.429436861041,European,ZreKtBl85IHRKIeBN2t4Og,"Excellent Italian trattoria in the heart of Ipanema. 

Casual but classy restaurant with reference to music greats. Had a great rigatoni amitriciana, house...",5.0,vQrsn9iFjaYqDHCE8XXKjQ,g_of1WdCFk6Uq0iVauYrFw,0.27999999999999997
vQrsn9iFjaYqDHCE8XXKjQ,Pici Trattoria,0,10,4.5,3,7405.429436861041,European,m9xHmp_Wf5SEWlhIavvUmw,"Michelin rated Pici sticks to Italian classics with some Brasílian twists. We tried the burrata, rich creamy and surrounded by fresh and sweet cherry...",4.0,vQrsn9iFjaYqDHCE8XXKjQ,AncvRQjxjbu4sFjnNcLL2Q,0.25625
vQrsn9iFjaYqDHCE8XXKjQ,Pici Trattoria,0,10,4.5,3,7405.429436861041,European,J1BYPViSngeV_qAVneSkNQ,I know that I'm doing a review of an Italian restaurant in Brazil so that alone makes it a little difficult to achieve more than an average rating.  The...,3.0,vQrsn9iFjaYqDHCE8XXKjQ,eSlOI3GhroEtcbaD_nFXJQ,-0.0675
Vi5AwR-6w8dDFh-TY27wJQ,Otto Bar e Restaurante,0,10,4.0,3,1381.0271280633735,European,NJmvlboPmTtbyZxxtNjUqA,"Before starting this review, here's a disclaimer: Living in the neighborhood, I've been a customer of Otto for several years. During that time I've had the...",4.0,Vi5AwR-6w8dDFh-TY27wJQ,Cuyt_PDqiglsC3pegswlcA,0.0
s_F3_1bkg7EW7IqZJXtFqA,Zazá,0,119,4.0,3,7624.157401083592,European,S4U4hYl6YuutuPQl33j8mA,"Amazing food, wonderful service, fun atmosphere! Cannot miss with anything on the menu. 

I loved it so much I came back the next day.",5.0,s_F3_1bkg7EW7IqZJXtFqA,8jFrv2-qnZ4duldHar7b6g,0.4107142857142857
s_F3_1bkg7EW7IqZJXtFqA,Zazá,0,119,4.0,3,7624.157401083592,European,YzgdQK9YZmO3wqLB8xCaDQ,"During my recent trip to Rio de Janeiro, I chanced upon Zaza with two friends. We were talking from Copacabana to Ipanema - we opened up our maps app and...",4.0,s_F3_1bkg7EW7IqZJXtFqA,3rx1L_4CRu0XwUjF41iSbQ,0.0
s_F3_1bkg7EW7IqZJXtFqA,Zazá,0,119,4.0,3,7624.157401083592,European,nmW_bwrsGXmdUfUPx_5tEA,Ok the food here... unbelievable! We ordered the feijoada de mar and it was delicious! Service was nice and friendly. We sat outside to enjoy the rain on...,5.0,s_F3_1bkg7EW7IqZJXtFqA,yVhlpU8Hny0ID0Vsa6-Xxg,0.36607142857142855
