id,url,text,rating,time_created,user,restaurant_id
syonTPXXGqTRAwoTz7okOw,https://www.yelp.com/biz/lopes-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=syonTPXXGqTRAwoTz7okOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Lopes represents the typical Brazilian restaurant. 
It's small but greatly illuminated, crowded with people and pretty noisy. It can get pretty hectic and...",3,2013-12-12 06:29:19,"{'id': '02bfkkwRMUxmLYX77wAI9A', 'profile_url': 'https://www.yelp.com/user_details?userid=02bfkkwRMUxmLYX77wAI9A', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/lSZslpKONfmTWFwpISV9yA/o.jpg', 'name': 'Greg C.'}",n-v2hCmg_YWv7DE_jKF0CQ
39tO2Jhs-91YJ1479lCI0Q,https://www.yelp.com/biz/lopes-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=39tO2Jhs-91YJ1479lCI0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This place is great for authentic homestyle Brazilian food with classic like Feijoada (certain days), canja (grandma chicken soup), sandwiches and Cozido...",4,2018-01-30 21:15:53,"{'id': 'wTx-w4lTflFIFCB-DapXfw', 'profile_url': 'https://www.yelp.com/user_details?userid=wTx-w4lTflFIFCB-DapXfw', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/tB7PWs2IG0ljEzkyiOSiBg/o.jpg', 'name': 'Rafi C.'}",n-v2hCmg_YWv7DE_jKF0CQ
QbVcIwOyde3chNCybesitg,https://www.yelp.com/biz/camelo-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=QbVcIwOyde3chNCybesitg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Met the owner in a beach hut at Ipanema beach. He told us we should come to his restaurant and try his Stroganov. It was absolutely amazing. The restaurant...,5,2020-02-15 15:23:57,"{'id': '5TqiXgpC1ulIw0UwhIjReQ', 'profile_url': 'https://www.yelp.com/user_details?userid=5TqiXgpC1ulIw0UwhIjReQ', 'image_url': None, 'name': 'Fly A.'}",G-05rXSdh_XtnQ6tQEFKYA
nKRI88VM23fD4KwMJH7DKQ,https://www.yelp.com/biz/feyzi-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=nKRI88VM23fD4KwMJH7DKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Turkish restaurant. Nice open air ambience. Small place (10 tables around 20 people). A few Turkish dishes and typical Mediterranean mezzo. Good was fresh,...",3,2016-01-09 15:58:17,"{'id': 'sqUVfVlRQal2tFmBT-S69g', 'profile_url': 'https://www.yelp.com/user_details?userid=sqUVfVlRQal2tFmBT-S69g', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/0_abu2Xl2tL_xm_hsQokDg/o.jpg', 'name': 'Aramyees B.'}",IgfTg5uLT0sLYvbrF6ANvQ
6rlu575RaNaxz21zY15M-A,https://www.yelp.com/biz/da-casa-da-t%C3%A1ta-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=6rlu575RaNaxz21zY15M-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Good option for a local breakfast, good service too.

Buena opción para un desayuno local, buen servicio también.",4,2022-09-26 06:12:51,"{'id': 'rXhwl09R9f6aiZtqxEImKA', 'profile_url': 'https://www.yelp.com/user_details?userid=rXhwl09R9f6aiZtqxEImKA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/MmyQi2e_uizTTmXnXo0p8A/o.jpg', 'name': 'Marian M.'}",RPzGIoRay5CzmhmmtDYQow
9OO_6ZyuE7-ptBVbiTNDSA,https://www.yelp.com/biz/da-casa-da-t%C3%A1ta-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=9OO_6ZyuE7-ptBVbiTNDSA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Casa da Tata's looks and feels like your grandma's house. The daily cake offerings are fantastic as is the coffee. The atmosphere is quiet and oftentimes...,4,2016-04-05 16:34:56,"{'id': 'g-mL-8J1_9iuDLUhyTzvmg', 'profile_url': 'https://www.yelp.com/user_details?userid=g-mL-8J1_9iuDLUhyTzvmg', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/RHRq6RWdx5SuqEU6ndk0VQ/o.jpg', 'name': 'Nathalie L.'}",RPzGIoRay5CzmhmmtDYQow
XsinSf5nclIKwzSEm8gJnA,https://www.yelp.com/biz/da-casa-da-t%C3%A1ta-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=XsinSf5nclIKwzSEm8gJnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Espresso, manioc pastry, watermelon and passion fruit suco, and their bread basket are such a treat. This has been my morning ritual in Rio so far.",5,2018-06-30 17:03:13,"{'id': 'cPmyVBtx48NlRcN2HajBTw', 'profile_url': 'https://www.yelp.com/user_details?userid=cPmyVBtx48NlRcN2HajBTw', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/KQtZIuQq9exCfE2P893aTg/o.jpg', 'name': 'Guilio Ñ.'}",RPzGIoRay5CzmhmmtDYQow
_dwskqrhGz3aWXDOkwZj0A,https://www.yelp.com/biz/cozinha-artag%C3%A3o-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=_dwskqrhGz3aWXDOkwZj0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,We try the brazilian dish and it taste really good. Unfortunately no one can speak english but with google translate we manage to communicate. The price is...,4,2018-10-16 17:28:53,"{'id': 'P1D__l7Lg94pwFVpEwxg6Q', 'profile_url': 'https://www.yelp.com/user_details?userid=P1D__l7Lg94pwFVpEwxg6Q', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/M9q93pHhmluZ2-Nz4UqdHg/o.jpg', 'name': 'Inna H.'}",1B2fftVex-Q3ijDsfhJucw
0cZ32OFfHwfAs5puL6EAaQ,https://www.yelp.com/biz/la-sagrada-fam%C3%ADlia-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=0cZ32OFfHwfAs5puL6EAaQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Well I test tried this italian (? I put a questionmark here because they offer quite a few brasilian choices too) restaurant with an italian classic,...",4,2014-10-17 09:37:11,"{'id': 'VszRJ2FgFkEEu1WtGqx8Xg', 'profile_url': 'https://www.yelp.com/user_details?userid=VszRJ2FgFkEEu1WtGqx8Xg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/B0YHnwcwZ2QK6nyDLqiyXA/o.jpg', 'name': 'Marijan T.'}",AP-YUGIqcCxqOgKGLG_9aA
BplNs3UVPLrD1PEWhTl0CA,https://www.yelp.com/biz/soho-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=BplNs3UVPLrD1PEWhTl0CA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"A little piece of New York in Rio, except with the smiling happy aura of Brazil. Come for the coffee stay for the food. A nice place to meet up before or...",5,2015-04-15 08:58:18,"{'id': 'hkQX-WeT3kMfRtYmpSr_iw', 'profile_url': 'https://www.yelp.com/user_details?userid=hkQX-WeT3kMfRtYmpSr_iw', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/I4hki2_CeaYIA-F04hiqzw/o.jpg', 'name': 'Jay J.'}",EwuA0s5GwtVEUbzkp_-VsQ
6gZxX4ajBfEqZ27IpZVbAw,https://www.yelp.com/biz/soho-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=6gZxX4ajBfEqZ27IpZVbAw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,A little place in Leblon. The cafe looks nice with a wide variety of drinks. The espresso was pretty average but was made up by the chocolate balls on the side.,3,2015-04-19 10:13:50,"{'id': 'DBmQjtFAo3mnX79yRhK8yQ', 'profile_url': 'https://www.yelp.com/user_details?userid=DBmQjtFAo3mnX79yRhK8yQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/3Nnq0TGVMk5J3JCggFLNYw/o.jpg', 'name': 'Matthew C.'}",EwuA0s5GwtVEUbzkp_-VsQ
EyYWiSxThga4pc_PBM07Dg,https://www.yelp.com/biz/baalbek-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=EyYWiSxThga4pc_PBM07Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Amazing food. Great flavor and reasonable prices.  You can't go wrong with anything here.  We came back several times for a quick and easy lunch on our trip...,5,2019-09-22 07:37:17,"{'id': 'rhsT4MkvWnAejFgZfAUdwQ', 'profile_url': 'https://www.yelp.com/user_details?userid=rhsT4MkvWnAejFgZfAUdwQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/6cwux6tsMkcKHWbwDmuMTw/o.jpg', 'name': 'Darius F.'}",JgA9tZv1SoWhY6-TCBdx6Q
neQD-7CjVdXnIajGidocsg,https://www.yelp.com/biz/baalbek-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=neQD-7CjVdXnIajGidocsg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"After passing by Baalbek many a time as I rushed through Galeria Meneschal, and noticing it is always busy, I finally made it in to try a esfiha! I wanted...",3,2015-11-20 13:09:55,"{'id': 'sWtCm8LJ2bLMnRdVWPFjyA', 'profile_url': 'https://www.yelp.com/user_details?userid=sWtCm8LJ2bLMnRdVWPFjyA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/ao2BwmUIZ40SgRxOUI_rtA/o.jpg', 'name': 'Sheila T.'}",JgA9tZv1SoWhY6-TCBdx6Q
VMtWpKssZyj1aOyOeC6qJg,https://www.yelp.com/biz/bistr%C3%B4-da-ponte-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=VMtWpKssZyj1aOyOeC6qJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"The food was OK, perhaps three stars taking the price in consideration, but the view over Jardim Botânico makes this place worth visiting. Since it's only...",4,2013-08-23 01:37:10,"{'id': 'BwH09AdfMsuH6HxiXwEg5g', 'profile_url': 'https://www.yelp.com/user_details?userid=BwH09AdfMsuH6HxiXwEg5g', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/nTOKtq2-24wI_RyjJpuXxg/o.jpg', 'name': 'Paula D.'}",vifGCNtkzploPNdgdTjW9Q
KeBiJW35lFO88Ig7cGVjuA,https://www.yelp.com/biz/restaurante-via-farani-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=KeBiJW35lFO88Ig7cGVjuA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"So many noms. Only had the Japanese food & it was delicious. Rodizio style, good quality, and well priced--R$85 for all you can eat. 
They bring you 2...",5,2016-04-04 03:06:33,"{'id': 'QpfNGJ9G6SLeHtGrejyiig', 'profile_url': 'https://www.yelp.com/user_details?userid=QpfNGJ9G6SLeHtGrejyiig', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/jlkYDaKBkW1JMTCT9dgwYQ/o.jpg', 'name': 'Janet M.'}",Ar83wzIV3cq8LQhea8jJZA
qJR_Qqut7FD5t89OySgnWQ,https://www.yelp.com/biz/restaurante-via-farani-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=qJR_Qqut7FD5t89OySgnWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Via Farani is an Italian and Japanese restaurant in Botafogo. You don't see this combination often. For now, I can only say something about the Japanese...",3,2014-12-01 06:10:22,"{'id': 'pMkKWNuo4QNre7s3k0M3hQ', 'profile_url': 'https://www.yelp.com/user_details?userid=pMkKWNuo4QNre7s3k0M3hQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/PBR3li2AJoDmEHXfW1JaBg/o.jpg', 'name': 'Yordy R.'}",Ar83wzIV3cq8LQhea8jJZA
Ltpu4rP-r020vwPsIL4QQA,https://www.yelp.com/biz/restaurante-via-farani-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=Ltpu4rP-r020vwPsIL4QQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This place is good and big and this means that you won't wait for table. I love the tuna with teriyaki, and they have an Italian menu as well, besides the...",4,2014-08-03 23:31:46,"{'id': 'kLtoDgHQXAvfwTbbc3OIdg', 'profile_url': 'https://www.yelp.com/user_details?userid=kLtoDgHQXAvfwTbbc3OIdg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/WO5GPaaQeOtYH35zXclo9w/o.jpg', 'name': 'Isabel S.'}",Ar83wzIV3cq8LQhea8jJZA
QQehiTdGnU-ECf3CxPkFXQ,https://www.yelp.com/biz/lapamaki-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=QQehiTdGnU-ECf3CxPkFXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Words cannot describe how good this place is. We have been in Rio for 5 days already and this is the best meal we have had, hands down. The sushi was fresh...",5,2016-08-10 16:57:27,"{'id': 'yhinYLeoT6DA5bYuXHMfsQ', 'profile_url': 'https://www.yelp.com/user_details?userid=yhinYLeoT6DA5bYuXHMfsQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/nYcQe3GFA2gfR5EiMlrq4g/o.jpg', 'name': 'Chad W.'}",ysipHIdra8GM0vGrCKgVHQ
l_j_L_20mn-qKvYBdLnRGw,https://www.yelp.com/biz/lapamaki-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=l_j_L_20mn-qKvYBdLnRGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"Came here while in Rio on the recommendation of a friend who had recently visited. What a great find! 

After eating lots of Rio's famous steaks and fried...",5,2016-01-03 08:54:53,"{'id': '5XiWgsA6yDjH_jUsPFc5Vw', 'profile_url': 'https://www.yelp.com/user_details?userid=5XiWgsA6yDjH_jUsPFc5Vw', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/RRWReegXa-hv5epm9Kf58g/o.jpg', 'name': 'Coleen K.'}",ysipHIdra8GM0vGrCKgVHQ
yCtiXDfHPNOH6hbb0lItcA,https://www.yelp.com/biz/lapamaki-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=yCtiXDfHPNOH6hbb0lItcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,LapaMaki was a great surprise for a good Japanese lunch during the week. You can eat a lot of great pieces for a very affordable price in a well delivered...,5,2017-03-05 06:04:32,"{'id': 'VUd_kigMnBxPyu0jiairzg', 'profile_url': 'https://www.yelp.com/user_details?userid=VUd_kigMnBxPyu0jiairzg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/09M4TC2LpJbWXY9ttBiZbg/o.jpg', 'name': 'Felipe R.'}",ysipHIdra8GM0vGrCKgVHQ
od0BbfSJB5585VVK3OmwzQ,https://www.yelp.com/biz/hob-hamburgueria-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=od0BbfSJB5585VVK3OmwzQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"So delicious!! One of the top burgers I've ate, and I'm picky. I highly recommend everyone in the area take a trip and give it a try. You won't regret it....",5,2019-03-06 17:47:38,"{'id': 'uTqpwrNnN2-zVqzZVaGEZw', 'profile_url': 'https://www.yelp.com/user_details?userid=uTqpwrNnN2-zVqzZVaGEZw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/aT59jsJ9tcKpfnVAFC9kiA/o.jpg', 'name': 'Alyssa S.'}",g6CutY7xi3OAqVv0mhN1iA
0badsgN45NMnk2jSQoUIMA,https://www.yelp.com/biz/mr-trip-rock-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=0badsgN45NMnk2jSQoUIMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,Who says Zone Oeste doesn't rock? Mr. Trip is a nice bar with a great atmosphere and friendly attendants. In the restaurant you are surrounded by stars on...,4,2016-09-24 07:33:10,"{'id': 'pMkKWNuo4QNre7s3k0M3hQ', 'profile_url': 'https://www.yelp.com/user_details?userid=pMkKWNuo4QNre7s3k0M3hQ', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/PBR3li2AJoDmEHXfW1JaBg/o.jpg', 'name': 'Yordy R.'}",HmqXsdv_CZBYU_4tgUjLbw
KrWsxQbmfnkvLwCDqR4sQg,https://www.yelp.com/biz/bar-brasil-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=KrWsxQbmfnkvLwCDqR4sQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"This is a great old place to go eat if you are looking for something different.  A lot of history here, make sure to order a Chopp!   We went Saturday night...",5,2016-01-23 10:38:44,"{'id': 'SkFzGemBYwK9mxu3tSXCTg', 'profile_url': 'https://www.yelp.com/user_details?userid=SkFzGemBYwK9mxu3tSXCTg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/YuKruy_A2WoE0oWFokbwCA/o.jpg', 'name': 'Jeffery S.'}",2KXTIh0IleltMjN0KrhANA
0k2LVnxO61wnBQrF6IFz0Q,https://www.yelp.com/biz/bar-brasil-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&hrid=0k2LVnxO61wnBQrF6IFz0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=ZaFQ4_OiriT3AVd55N_QPg,"So damn Good with a capital G. A little bit of history, this place used to be carried the Bar of Adolf until World War 2. It's a German joint. But man, is...",5,2016-06-24 20:55:37,"{'id': 'q3eSIY3r8u5OTSVYYOkwDw', 'profile_url': 'https://www.yelp.com/user_details?userid=q3eSIY3r8u5OTSVYYOkwDw', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/ctBXY_ZbIyJsXLCR8L_l1A/o.jpg', 'name': 'Son V.'}",2KXTIh0IleltMjN0KrhANA
